Country_Code,Year,GDP_Per_Capita
ROU,2018,34829.04
ROU,2019,36399.625
ROU,2020,35283.754
ROU,2021,37534.156
ROU,2022,39256.99
ROU,2023,40116.855
ROU,2024,40504.0
RUS,1990,29643.596
RUS,1991,28066.922
RUS,1992,23965.244
RUS,1993,21899.518
RUS,1994,19153.363
RUS,1995,18363.713
RUS,1996,17699.87
RUS,1997,17977.352
RUS,1998,17052.756
RUS,1999,18200.32
RUS,2000,20104.75
RUS,2001,21219.904
RUS,2002,22319.678
RUS,2003,24057.928
RUS,2004,25894.146
RUS,2005,27656.658
RUS,2006,30022.672
RUS,2007,32630.37
RUS,2008,34342.227
RUS,2009,31654.004
RUS,2010,33063.586
RUS,2011,34444.645
RUS,2012,35740.7
RUS,2013,36260.066
RUS,2014,35853.246
RUS,2015,35037.152
RUS,2016,35005.45
RUS,2017,35570.39
RUS,2018,36536.695
RUS,2019,37319.32
RUS,2020,36376.336
RUS,2021,38638.43
RUS,2024,41704.71
RWA,2006,1446.7109
RWA,2007,1516.2675
RWA,2008,1641.7777
RWA,2010,1779.1586
RWA,2012,1988.0122
RWA,2013,2032.4048
RWA,2014,2106.2146
RWA,2015,2238.5393
RWA,2016,2316.6372
RWA,2017,2351.597
RWA,2018,2493.44
RWA,2019,2667.4646
RWA,2020,2520.3174
KNA,1995,16596.266
KNA,1996,17340.223
KNA,1997,18288.494
KNA,1998,17963.7
KNA,1999,18291.424
KNA,2000,19840.58
KNA,2001,20648.79
KNA,2002,20813.404
KNA,2003,19927.182
KNA,2004,20661.346
KNA,2005,22612.713
KNA,2006,23258.984
KNA,2007,23330.045
KNA,2008,25898.783
KNA,2009,24973.805
KNA,2010,24997.566
KNA,2011,25380.008
KNA,2012,25114.057
KNA,2016,29867.027
KNA,2017,29948.92
KNA,2018,30576.248
KNA,2019,31512.193
KNA,2020,26736.928
KNA,2021,26896.617
KNA,2022,29749.87
LCA,1990,17222.148
LCA,1991,17080.799
LCA,1992,18166.207
LCA,1993,18004.031
LCA,1994,18020.514
LCA,1995,18048.781
LCA,1996,18301.152
LCA,1997,17920.033
LCA,1998,18786.998
LCA,1999,19039.463
LCA,2000,18818.885
LCA,2001,17993.637
LCA,2002,17911.629
LCA,2003,18522.514
LCA,2004,19715.83
LCA,2005,19491.219
LCA,2006,20551.06
LCA,2007,20759.305
LCA,2008,21651.234
LCA,2009,20907.334
LCA,2010,20849.055
LCA,2011,21637.87
LCA,2012,21515.9
LCA,2013,21029.29
LCA,2014,21214.477
LCA,2015,21142.973
LCA,2016,21775.475
LCA,2017,22422.598
LCA,2018,22981.918
LCA,2019,22738.248
LCA,2020,17142.045
LCA,2021,19101.166
LCA,2022,22962.281
LCA,2023,23403.744
VCT,1990,7467.379
VCT,1991,7524.585
VCT,1992,7984.0796
VCT,1993,8306.775
VCT,1994,8189.8438
VCT,1995,8815.849
VCT,1996,8923.705
VCT,1997,9234.699
VCT,1998,9609.104
VCT,1999,9853.348
VCT,2000,9999.059
VCT,2001,10177.81
VCT,2002,10736.088
VCT,2003,11475.331
VCT,2004,11979.907
VCT,2005,12320.071
VCT,2006,13233.407
VCT,2007,13732.362
VCT,2008,13850.394
VCT,2009,13723.784
VCT,2010,13175.723
VCT,2016,15197.748
VCT,2017,15533.222
VCT,2018,16139.066
VCT,2019,16365.325
VCT,2020,15763.705
VCT,2021,16200.899
VCT,2022,16835.023
WSM,2009,6104.1274
WSM,2010,6427.3115
WSM,2013,6262.3237
WSM,2017,6919.0156
WSM,2018,6805.0454
SMR,1997,66923.03
SMR,1998,71024.56
SMR,1999,76474.13
SMR,2000,77149.414
SMR,2001,80420.77
SMR,2002,79649.53
SMR,2003,81688.375
SMR,2004,80724.81
SMR,2005,81632.17
SMR,2006,83781.55
SMR,2007,86785.016
SMR,2008,85120.29
SMR,2009,73093.83
SMR,2010,68669.25
SMR,2011,64214.117
STP,1990,3883.2043
STP,1991,3844.8965
STP,1992,3798.8835
STP,1993,3771.2861
STP,1994,3788.4836
STP,2006,4644.1807
STP,2007,4698.084
STP,2008,4873.181
STP,2009,4919.1953
STP,2010,4882.048
STP,2011,4876.473
SAU,1999,55878.17
SAU,2000,55962.266
SAU,2001,53309.113
SAU,2002,50371.977
SAU,2003,52234.65
SAU,2004,54196.55
SAU,2005,54931.793
SAU,2006,54373.74
SAU,2007,53318.418
SAU,2018,61359.465
SAU,2019,62647.73
SRB,2000,11105.995
SRB,2001,11879.226
SRB,2002,12661.992
SRB,2003,13273.745
SRB,2004,14194.424
SRB,2005,15077.621
SRB,2006,15727.469
SRB,2007,17028.158
SRB,2008,17983.355
SRB,2009,17488.195
SRB,2010,17841.506
SRB,2011,17986.658
SRB,2012,17993.889
SRB,2013,18163.28
SRB,2014,17922.51
SRB,2015,18247.885
SRB,2016,18889.46
SRB,2017,19439.072
SRB,2018,20454.31
SRB,2019,21541.215
SRB,2020,21479.168
SRB,2021,23406.404
SRB,2022,24651.95
SRB,2023,25735.24
SYC,2004,18356.47
SYC,2006,21341.86
SYC,2007,23117.855
SYC,2008,21990.37
SYC,2009,21361.13
SYC,2010,21708.756
SYC,2011,24406.412
SYC,2012,24919.955
SYC,2013,24770.652
SYC,2014,25379.418
SYC,2015,27032.209
SYC,2016,29905.135
SYC,2017,31595.668
SYC,2018,32841.426
SYC,2019,34346.07
SYC,2020,30056.2
SYC,2021,29979.828
SYC,2022,27978.178
SLE,2004,2260.8381
SLE,2005,2296.6577
SLE,2006,2342.7546
SLE,2007,2377.8054
SLE,2008,2404.652
SLE,2009,2376.5825
SLE,2010,2459.768
SLE,2011,2590.5283
SLE,2012,2792.9263
SLE,2015,2628.1707
SLE,2020,2752.6262
SGP,1990,45567.79
SGP,1991,47251.695
SGP,1992,48897.81
SGP,1993,53139.844
SGP,1994,57213.098
SGP,1995,59483.637
SGP,1996,61381.754
SGP,1997,64291.203
SGP,1998,60782.195
SGP,1999,63746.48
SGP,2000,68314.55
SGP,2001,65784.4
SGP,2002,67744.27
SGP,2003,71877.53
SGP,2004,78039.02
SGP,2006,86463.83
SGP,2007,90417.805
SGP,2008,87329.59
SGP,2009,84843.516
SGP,2010,95456.19
SGP,2011,99296.76
SGP,2012,101187.83
SGP,2013,104359.03
SGP,2014,107066.86
SGP,2015,108953.73
SGP,2016,111579.74
SGP,2017,116471.82
SGP,2018,119927.766
SGP,2019,120114.13
SGP,2020,115893.04
SGP,2021,132617.36
SGP,2022,133571.97
SGP,2023,129555.24
SVK,1990,17528.242
SVK,1991,14962.115
SVK,1993,14163.014
SVK,1994,14982.747
SVK,1995,15811.925
SVK,1996,16744.068
SVK,1997,17630.04
SVK,1998,18280.05
SVK,1999,18174.98
SVK,2000,18343.236
SVK,2001,18914.39
SVK,2002,19757.068
SVK,2003,20730.25
SVK,2004,21851.955
SVK,2005,23266.758
SVK,2006,25342.31
SVK,2007,28075.807
SVK,2008,29556.262
SVK,2009,27891.896
SVK,2010,29758.174
SVK,2011,30481.377
SVK,2012,30907.04
SVK,2013,31090.988
SVK,2014,31901.943
SVK,2015,33521.594
SVK,2016,34130.504
SVK,2017,35057.223
SVK,2018,36430.793
SVK,2019,37209.535
SVK,2020,36216.4
SVK,2021,38346.094
SVK,2022,38664.906
SVK,2023,39518.223
SVN,1990,25345.049
SVN,1991,23074.668
SVN,1992,21845.963
SVN,1993,22520.738
SVN,1994,23747.986
SVN,1995,24718.023
SVN,1996,25454.125
SVN,1997,26806.463
SVN,1998,27688.094
SVN,1999,29125.89
SVN,2000,30055.572
SVN,2001,30857.111
SVN,2002,31830.555
SVN,2003,32827.75
SVN,2004,34298.13
SVN,2005,35558.38
SVN,2006,37539.46
SVN,2007,39995.207
SVN,2008,41278.61
SVN,2009,37802.09
SVN,2010,38056.18
SVN,2011,38226.125
SVN,2012,37033.766
SVN,2013,36678.875
SVN,2014,37655.2
SVN,2015,38527.42
SVN,2016,39667.457
SVN,2017,41692.836
SVN,2018,43361.094
SVN,2019,44569.586
SVN,2020,42463.562
SVN,2021,45914.06
SVN,2022,47050.066
SVN,2023,47977.426
SLB,2004,2168.5059
SLB,2005,2287.2737
SLB,2006,2340.6516
SLB,2007,2384.3179
SLB,2008,2489.783
ZAF,1994,10130.806
ZAF,1995,10318.839
ZAF,1996,10623.86
ZAF,1997,10770.278
ZAF,1998,10693.688
ZAF,1999,10831.659
ZAF,2000,11183.825
ZAF,2001,11387.492
ZAF,2002,11697.565
ZAF,2003,11923.121
ZAF,2004,12341.21
ZAF,2005,12861.563
ZAF,2006,13444.233
ZAF,2007,14016.244
ZAF,2008,14297.688
ZAF,2009,13910.702
ZAF,2010,14164.996
ZAF,2011,14434.261
ZAF,2012,14563.763
ZAF,2013,14681.097
ZAF,2014,14643.339
ZAF,2015,14541.675
ZAF,2016,14501.281
ZAF,2017,14573.598
ZAF,2018,14553.562
ZAF,2019,14352.67
ZAF,2020,13250.566
ZAF,2021,13681.955
ZAF,2022,13767.497
KOR,1990,14377.884
KOR,1991,15784.467
KOR,1992,16613.49
KOR,1993,17595.904
KOR,1994,19052.299
KOR,1995,20697.896
KOR,1996,22139.797
KOR,1997,23311.043
KOR,1998,22000.338
KOR,1999,24382.25
KOR,2000,26404.158
KOR,2001,27440.656
KOR,2002,29395.277
KOR,2003,30142.46
KOR,2004,31579.527
KOR,2005,32886.047
KOR,2006,34429.62
KOR,2007,36257.34
KOR,2008,37064.152
KOR,2009,37176.195
KOR,2010,39574.05
KOR,2011,40719.227
KOR,2012,41537.67
KOR,2013,42709.977
KOR,2014,43806.926
KOR,2015,44849.105
KOR,2016,46088.242
KOR,2017,47536.79
KOR,2018,48834.445
KOR,2019,49790.867
KOR,2020,49374.094
KOR,2021,51718.25
KOR,2022,53228.605
KOR,2023,54029.344
ESP,1990,31773.227
ESP,1991,32499.348
ESP,1992,32641.082
ESP,1993,32137.314
ESP,1994,32746.93
ESP,1995,33501.73
ESP,1996,34232.38
ESP,1997,35312.086
ESP,1998,36679.094
ESP,1999,38141.316
ESP,2000,39945.9
ESP,2001,41224.293
ESP,2002,41766.04
ESP,2003,42223.13
ESP,2004,42793.39
ESP,2005,43570.766
ESP,2006,44572.68
ESP,2007,45301.285
ESP,2008,44926.348
ESP,2009,42852.223
ESP,2010,42695.527
ESP,2011,42271.836
ESP,2012,41034.047
ESP,2013,40594.914
ESP,2014,41339.41
ESP,2015,43053.76
ESP,2016,44274.668
ESP,2017,45446.25
ESP,2018,46325.21
ESP,2019,46896.418
ESP,2020,41553.45
ESP,2021,44251.664
ESP,2022,46733.48
ESP,2023,47322.594
LKA,1990,4561.579
LKA,1995,5523.312
LKA,1996,5624.024
LKA,1997,5871.723
LKA,1999,6176.2354
LKA,2005,7452.742
LKA,2006,7970.665
LKA,2008,8897.827
LKA,2009,9156.319
LKA,2010,9832.187
LKA,2011,10618.492
LKA,2012,11447.693
LKA,2013,12249.723
LKA,2014,12909.966
LKA,2015,13329.779
LKA,2016,13845.614
LKA,2017,14572.485
LKA,2018,14759.825
LKA,2019,14637.444
SUR,2000,16220.179
SUR,2001,16556.943
SUR,2002,16678.072
SUR,2003,17383.502
SUR,2004,18585.518
SUR,2005,19220.283
SUR,2006,20113.67
SUR,2007,20902.139
SUR,2008,21515.812
SUR,2013,24624.021
SUR,2014,24414.355
SUR,2015,23327.525
SUR,2016,21950.412
SUR,2017,22070.514
SUR,2018,22938.535
SUR,2019,22966.74
SUR,2020,19091.361
SUR,2021,18458.234
SUR,2022,18742.588
SUR,2023,19020.867
SWE,1990,40549.31
SWE,1991,39812.316
SWE,1992,39120.926
SWE,1993,38090.945
SWE,1994,39340.0
SWE,1995,40736.426
SWE,1996,41364.984
SWE,1997,42608.414
SWE,1998,44392.844
SWE,1999,46221.81
SWE,2000,48284.8
SWE,2001,48810.645
SWE,2002,49760.215
SWE,2003,50507.934
SWE,2004,52412.41
SWE,2005,53661.316
SWE,2006,55855.496
SWE,2007,57230.79
SWE,2008,56262.47
SWE,2009,53411.2
SWE,2010,56003.27
SWE,2011,57340.504
SWE,2012,56682.02
SWE,2013,56843.164
SWE,2014,57574.05
SWE,2015,59468.355
SWE,2016,59977.387
SWE,2017,60288.8
SWE,2018,60647.45
SWE,2019,61601.63
SWE,2020,59975.363
SWE,2021,62731.7
SWE,2022,63088.42
SWE,2023,62662.766
CHE,1990,64010.758
CHE,1991,62636.773
CHE,1992,61922.89
CHE,1993,61284.203
CHE,1994,61569.598
CHE,1995,61453.63
CHE,1996,61471.168
CHE,1997,62709.99
CHE,1998,64418.387
CHE,1999,65177.883
CHE,2000,67378.39
CHE,2001,68008.34
CHE,2002,67446.41
CHE,2009,72709.81
CHE,2010,74290.266
CHE,2011,74800.89
CHE,2012,74883.62
CHE,2013,75354.16
CHE,2014,76189.6
CHE,2015,76566.08
CHE,2016,77301.21
CHE,2017,77626.91
CHE,2018,79261.36
CHE,2019,79596.7
CHE,2020,77324.89
CHE,2021,81001.414
CHE,2022,82777.3
CHE,2023,82295.3
SYR,1997,8126.3657
SYR,1998,8456.783
SYR,1999,7951.39
SYR,2000,7807.93
SYR,2001,7698.397
SYR,2002,7811.816
SYR,2003,8177.545
SYR,2004,8528.656
SYR,2005,8828.946
SYR,2006,8885.806
SYR,2007,8829.309
SYR,2008,8903.772
SYR,2009,9284.102
SYR,2010,9546.561
TJK,1990,4173.046
TJK,1991,3777.1074
TJK,1992,2630.3865
TJK,1993,2169.9675
TJK,1994,1678.3385
TJK,1995,1439.5028
TJK,1996,1175.7941
TJK,1997,1181.2811
TJK,1998,1236.6755
TJK,1999,1275.8225
TJK,2000,1365.2333
TJK,2001,1467.3988
TJK,2002,1594.939
TJK,2003,1736.6404
TJK,2004,1878.287
TJK,2005,1965.3002
TJK,2006,2063.2886
TJK,2007,2181.898
TJK,2008,2308.0942
TJK,2009,2349.5002
TJK,2010,2449.2737
TJK,2011,2572.4807
TJK,2020,3724.749
TZA,1995,1685.8511
TZA,1996,1730.5546
TZA,1997,1755.8037
TZA,2003,2059.8374
TZA,2004,2155.2415
TZA,2010,2654.8035
TZA,2011,2779.7078
TZA,2012,2822.4854
TZA,2013,2924.8633
TZA,2015,3111.4446
TZA,2016,3214.2468
TZA,2017,3318.2883
TZA,2018,3392.6887
TZA,2019,3484.6326
TZA,2020,3449.8215
THA,1990,8701.954
THA,1991,9294.031
THA,1992,9886.899
THA,1993,10538.816
THA,1994,11215.037
THA,1995,11953.92
THA,1996,12456.329
THA,1997,11952.85
THA,1998,10897.153
THA,1999,11253.388
THA,2000,11622.525
THA,2001,11901.318
THA,2002,12512.184
THA,2003,13287.305
THA,2004,13997.001
THA,2005,14458.255
THA,2006,15051.061
THA,2007,15742.655
THA,2008,15891.782
THA,2009,15665.903
THA,2010,16730.37
THA,2011,16766.348
TON,1995,5508.3394
TON,1996,5510.7085
TON,1997,5455.9053
TON,2000,5808.265
TON,2001,5860.0806
TON,2002,6085.1133
TON,2003,6053.88
TON,2004,5900.4575
TON,2005,5828.3706
TON,2006,5670.914
TON,2007,5506.652
TON,2008,5758.5684
TON,2009,5453.875
TON,2010,5488.7505
TON,2011,5847.444
TON,2012,5907.267
TON,2018,6885.1025
TON,2019,6858.839
TTO,2000,19637.555
TTO,2001,20366.754
TTO,2002,21876.854
TTO,2003,24910.822
TTO,2004,26757.908
TTO,2005,29536.44
TTO,2006,33348.75
TTO,2007,34793.645
TTO,2008,35825.332
TTO,2009,34212.27
TTO,2010,35145.125
TTO,2011,34769.76
TTO,2012,36903.69
TTO,2013,37994.07
TTO,2014,39248.656
TTO,2015,38963.965
TTO,2016,35914.99
TTO,2017,34095.99
TTO,2018,33710.02
TTO,2019,33748.707
TTO,2020,30720.887
TTO,2021,30482.121
TTO,2022,30784.111
TUN,2004,10263.806
TUN,2005,10529.16
TUN,2006,10983.922
TUN,2007,11613.925
TUN,2008,11990.196
TUN,2009,12229.775
TUN,2010,12458.271
TUN,2012,12436.3955
TUN,2019,13243.902
TUN,2020,11955.599
TUR,2003,15255.718
TUR,2004,16583.883
TUR,2005,17902.596
TUR,2006,18972.01
TUR,2007,19909.084
TUR,2008,19839.584
TUR,2010,19897.447
TUR,2011,21760.43
TUR,2012,22517.715
TUR,2015,25984.803
TUR,2016,26489.645
TUR,2017,28194.688
TUR,2018,28780.303
TUR,2019,28741.053
TUR,2020,28976.719
TUR,2021,32105.547
TUR,2022,33520.812
TUR,2023,35069.17
TKM,1990,7925.498
TKM,1991,7373.584
TKM,1992,6128.9155
TKM,1993,6085.5254
TKM,1994,4929.734
TKM,1995,4493.4277
TKM,1996,4712.8335
TKM,1997,4105.369
TKM,1998,4323.302
TKM,1999,4945.0854
TKM,2000,5112.5293
TKM,2001,5228.803
TKM,2002,5138.871
TKM,2003,5203.8545
TKM,2004,5360.224
TKM,2005,5945.9526
TKM,2006,6476.828
TKM,2010,8842.333
TKM,2011,9929.689
TKM,2012,10794.233
TKM,2013,11633.291
TKM,2014,12544.398
TKM,2015,13057.83
TCA,2007,21878.82
TCA,2008,22689.316
TCA,2009,17512.197
TCA,2013,15461.873
TCA,2014,16138.849
TCA,2019,30611.213
TCA,2020,19702.537
TCA,2021,25056.488
TCA,2022,28209.625
TUV,2002,4042.9011
TUV,2003,3838.4036
TUV,2004,3704.9272
TUV,2005,3488.5364
TUV,2006,3532.3994
TUV,2007,3737.8787
TUV,2008,3933.374
TUV,2009,3638.1875
TUV,2010,3506.0603
TUV,2011,3687.4392
TUV,2012,3558.1523
TUV,2019,5292.0303
UGA,1995,1288.5089
UGA,1996,1367.9457
UGA,1997,1396.6311
UGA,2007,1999.0625
UGA,2008,2110.1006
UGA,2009,2188.299
UGA,2010,2244.606
UGA,2011,2384.4653
UGA,2012,2405.0945
UGA,2013,2420.8882
UGA,2014,2470.504
UGA,2016,2554.2278
UGA,2017,2543.8477
UGA,2018,2613.88
UGA,2019,2689.4102
UGA,2020,2678.009
UGA,2021,2684.9204
UGA,2022,2724.906
UGA,2023,2791.0557
UKR,1990,22815.799
UKR,1991,20784.16
UKR,1992,18671.873
UKR,1993,16012.372
UKR,1994,12410.525
UKR,1995,10983.009
UKR,1996,9969.501
UKR,1997,9754.05
UKR,1998,9646.055
UKR,1999,9704.445
UKR,2000,10364.0625
UKR,2001,11379.386
UKR,2002,12092.789
UKR,2003,13342.88
UKR,2004,15021.066
UKR,2005,15610.573
UKR,2006,16901.508
UKR,2007,18374.014
UKR,2008,18883.986
UKR,2009,16092.796
UKR,2010,16811.795
UKR,2012,17848.74
UKR,2014,16978.812
UKR,2017,16310.36
UKR,2018,16978.984
UKR,2019,17636.555
UKR,2020,17092.54
UKR,2021,17846.408
ARE,2010,70913.78
ARE,2011,73190.4
ARE,2012,73644.055
ARE,2013,74237.22
ARE,2014,74145.11
ARE,2015,75238.555
ARE,2019,72822.97
ARE,2020,66808.65
ARE,2021,68580.15
ARE,2022,70075.63
GBR,1990,32993.168
GBR,1991,32466.195
GBR,1992,32797.73
GBR,1993,33861.254
GBR,1994,35448.18
GBR,1995,36603.74
GBR,1996,37465.38
GBR,1997,39192.61
GBR,1998,40347.18
GBR,1999,41396.938
GBR,2000,43115.562
GBR,2001,43976.84
GBR,2002,44539.465
GBR,2005,47529.938
GBR,2006,48215.047
GBR,2007,49243.25
GBR,2008,48833.07
GBR,2009,46241.805
GBR,2010,46917.89
GBR,2011,46949.02
GBR,2012,47328.21
GBR,2013,47820.28
GBR,2014,48964.285
GBR,2015,49652.72
GBR,2016,50346.86
GBR,2017,51586.676
GBR,2018,52131.695
GBR,2019,52515.684
GBR,2020,47158.984
GBR,2021,51004.426
USA,1990,44378.523
USA,1991,43742.027
USA,1992,44659.152
USA,1993,45286.934
USA,1994,46537.355
USA,1995,47220.957
USA,1996,48435.7
USA,1997,49984.27
USA,1998,51619.87
USA,1999,53474.047
USA,2000,55038.62
USA,2001,55017.305
USA,2002,55436.117
USA,2006,60676.566
USA,2007,61306.598
USA,2008,60798.434
USA,2009,58714.973
USA,2010,59789.414
USA,2011,60245.484
USA,2012,61134.53
USA,2013,61958.723
USA,2014,63018.805
USA,2015,64359.473
USA,2016,65017.656
USA,2017,66155.555
USA,2018,67719.766
USA,2019,69112.6
USA,2020,67342.07
USA,2021,71307.4
USA,2022,72679.26
USA,2023,74158.72
VIR,2002,54299.23
VIR,2003,54086.156
VIR,2004,55883.453
VIR,2005,57838.098
VIR,2006,59911.723
VIR,2007,62332.945
VIR,2008,63057.625
VIR,2009,58895.305
VIR,2010,59272.246
VIR,2011,54443.07
VIR,2012,46422.414
URY,1990,14060.846
URY,1991,14474.732
URY,1992,15536.487
URY,1995,16600.04
URY,1996,17433.693
URY,1997,18823.941
URY,1998,19577.79
URY,1999,19192.717
URY,2000,18752.059
URY,2001,17986.9
URY,2002,16572.79
URY,2003,16694.44
URY,2004,17519.379
URY,2005,18811.32
URY,2006,19560.082
URY,2007,20803.893
URY,2008,22249.383
URY,2009,23138.082
URY,2010,24879.836
URY,2011,26099.322
URY,2012,26953.281
URY,2013,28119.482
URY,2014,28935.098
URY,2015,28941.629
URY,2016,29332.566
URY,2017,29762.434
URY,2018,29757.94
URY,2019,30010.574
URY,2020,27788.186
URY,2021,29431.885
URY,2022,30804.703
URY,2023,31059.254
UZB,1990,4214.584
UZB,1991,4094.2273
UZB,1992,3547.3115
UZB,1993,3386.4622
UZB,1994,3142.4329
UZB,1995,3052.4187
UZB,1996,3046.5637
UZB,1997,3150.0852
UZB,1998,3234.3574
UZB,1999,3326.4253
UZB,2000,3410.6504
UZB,2001,3509.7285
UZB,2002,3604.6934
UZB,2003,3711.7786
UZB,2004,3939.5305
UZB,2005,4160.955
UZB,2006,4413.7227
UZB,2007,4764.564
UZB,2008,5115.644
UZB,2015,7529.7637
UZB,2016,7839.978
UZB,2017,8047.0537
UZB,2018,8348.961
UZB,2019,8755.126
UZB,2020,8727.411
UZB,2021,9247.644
VUT,2019,3512.072
VUT,2020,3259.9954
VNM,2001,4570.2686
VNM,2002,4809.6216
VNM,2003,5090.29
VNM,2004,5421.097
VNM,2005,5776.3633
VNM,2006,6098.245
VNM,2007,6418.544
VNM,2008,6659.1357
VNM,2009,6914.339
VNM,2010,7274.733
VNM,2011,7652.619
OWID_WRL,2000,12769.831
OWID_WRL,2001,12904.862
OWID_WRL,2002,13093.065
OWID_WRL,2003,13402.992
OWID_WRL,2004,13914.812
OWID_WRL,2005,14370.885
OWID_WRL,2006,14927.549
OWID_WRL,2007,15510.866
OWID_WRL,2008,15747.7295
OWID_WRL,2009,15452.501
OWID_WRL,2010,16047.989
OWID_WRL,2011,16479.488
OWID_WRL,2012,16784.95
OWID_WRL,2013,17122.045
OWID_WRL,2014,17500.176
OWID_WRL,2015,17868.092
OWID_WRL,2016,18232.727
OWID_WRL,2017,18714.94
OWID_WRL,2018,19189.02
OWID_WRL,2019,19552.084
OWID_WRL,2020,18811.494
OWID_WRL,2021,19866.768
OWID_WRL,2022,20409.441
OWID_WRL,2023,20918.305
ZMB,1990,2425.1113
ZMB,1991,2364.8623
ZMB,1992,2268.498
ZMB,1993,2365.6296
ZMB,1994,2110.5833
ZMB,1998,2157.5735
ZMB,1999,2198.1892
ZMB,2000,2220.5654
ZMB,2008,2908.1436
ZMB,2009,3065.8442
ZMB,2010,3266.5076
ZMB,2011,3335.6433
ZMB,2012,3474.5525
ZMB,2013,3535.2246
ZMB,2014,3585.5774
ZMB,2015,3576.9255
ZWE,1990,6082.8423
ZWE,2001,6217.4116
ZWE,2002,5610.1914
ZWE,2003,4601.6606
ZWE,2004,4287.598
ZWE,2005,4004.6646
ZWE,2006,3819.2334
ZWE,2010,3885.3938
ZWE,2012,5003.4873
ZWE,2018,5415.4697
ZWE,2019,4993.8438
ZWE,2020,4527.7197
ZWE,2021,4827.089
ZWE,2022,5036.761
